gene,logFC,p_val
LINC00448,0.0,0.1624116085810281
LOC105370234,0.0,0.1624116085810281
LOC105370236,0.0,0.1624116085810281
LOC105370249,0.0,0.1624116085810281
LOC105370256,0.0,0.1624116085810281
LOC105370292,0.0,0.1624116085810281
LOC105370301,0.0,0.1624116085810281
LINC01040,0.0,0.1624116085810281
FGF14-IT1,0.0,0.1624116085810281
LOC101927627,0.0,0.1624116085810281
SLC39A2,0.0,0.1624116085810281
NRL,0.0,0.1624116085810281
DCAF11,0.0,0.1624116085810281
FITM1,0.0,0.1624116085810281
LINC02294,0.0,0.1624116085810281
LOC112267868,0.0,0.1624116085810281
LOC105370436,0.0,0.1624116085810281
LOC105370450,0.0,0.1624116085810281
PTGDR,0.0,0.1624116085810281
LOC101927702,0.0,0.1624116085810281
LOC107984654,0.0,0.1624116085810281
LOC101928143,0.0,0.1624116085810281
LINC02305,0.0,0.1624116085810281
LOC105370612,0.0,0.1624116085810281
SERPINA12,0.0,0.1624116085810281
LOC105370659,0.0,0.1624116085810281
LOC105370667,0.0,0.1624116085810281
SNORA28,0.0,0.1624116085810281
LOC105370689,0.0,0.1624116085810281
LOC107984770,0.0,0.1624116085810281
TRPM1,0.0,0.1624116085810281
ULK4P1,0.0,0.1624116085810281
GOLGA8O,0.0,0.1624116085810281
LOC105370759,0.0,0.1624116085810281
LOC105370793,0.0,0.1624116085810281
LOC112268146,0.0,0.1624116085810281
LOC107984715,0.0,0.1624116085810281
LOC105370919,0.0,0.1624116085810281
LOC105370923,0.0,0.1624116085810281
AGBL1-AS1,0.0,0.1624116085810281
MIR6126,0.0,0.1624116085810281
GLIS2,0.0,0.1624116085810281
LOC105371068,0.0,0.1624116085810281
LOC105371079,0.0,0.1624116085810281
LOC100288162,0.0,0.1624116085810281
RRN3P1,0.0,0.1624116085810281
AQP8,0.0,0.1624116085810281
LOC102724207,0.0,0.1624116085810281
LOC105371241,0.0,0.1624116085810281
LINC00919,0.0,0.1624116085810281
LINC02165,0.0,0.1624116085810281
CMTM1,0.0,0.1624116085810281
LINC02181,0.0,0.1624116085810281
AIPL1,0.0,0.1624116085810281
LOC105371544,0.0,0.1624116085810281
LOC107984976,0.0,0.1624116085810281
LOC105371793,0.0,0.1624116085810281
NSFP1,0.0,0.1624116085810281
LOC107985029,0.0,0.1624116085810281
TBX21,0.0,0.1624116085810281
LOC101927389,0.0,0.1624116085810281
LOC105371847,0.0,0.1624116085810281
C17orf64,0.0,0.1624116085810281
LOC101929240,0.0,0.1624116085810281
FADS6,0.0,0.1624116085810281
SECTM1,0.0,0.1624116085810281
RPL23AP87,0.0,0.1624116085810281
LINC01882,0.0,0.1624116085810281
LOC105372047,0.0,0.1624116085810281
DSG1-AS1,0.0,0.1624116085810281
LOC105372058,0.0,0.1624116085810281
LINC-ROR,0.0,0.1624116085810281
LOC102724745,0.0,0.1624116085810281
LOC105376872,0.0,0.1624116085810281
LOC105372206,0.0,0.1624116085810281
WASH5P,0.0,0.1624116085810281
GNA15,0.0,0.1624116085810281
LOC105372248,0.0,0.1624116085810281
LOC105372256,0.0,0.1624116085810281
NFILZ,0.0,0.1624116085810281
ADGRL1-AS1,0.0,0.1624116085810281
LINC01842,0.0,0.1624116085810281
LINC02841,0.0,0.1624116085810281
NFKBIB,0.0,0.1624116085810281
ZNF222-DT,0.0,0.1624116085810281
LOC105372424,0.0,0.1624116085810281
TPRX1,0.0,0.1624116085810281
LOC107984140,0.0,0.1624116085810281
VSTM1,0.0,0.1624116085810281
TMC4,0.0,0.1624116085810281
LOC105372501,0.0,0.1624116085810281
LOC107985411,0.0,0.1624116085810281
LOC105372544,0.0,0.1624116085810281
LOC102724734,0.0,0.1624116085810281
CFAP61-AS1,0.0,0.1624116085810281
LOC105372571,0.0,0.1624116085810281
DEFB124,0.0,0.1624116085810281
LOC105372614,0.0,0.1624116085810281
LINC01270,0.0,0.1624116085810281
LOC107984001,0.0,0.1624116085810281
MIR646HG,0.0,0.1624116085810281
LOC102723996,0.0,0.1624116085810281
LOC101928576,0.0,0.1624116085810281
LOC105372738,0.0,0.1624116085810281
LINC01687,0.0,0.1624116085810281
LOC107985495,0.0,0.1624116085810281
LINC00528,0.0,0.1624116085810281
CCDC116,0.0,0.1624116085810281
LOC107985563,0.0,0.1624116085810281
SNORD140,0.0,0.1624116085810281
LOC107985551,0.0,0.1624116085810281
PKDREJ,0.0,0.1624116085810281
IL17REL,0.0,0.1624116085810281
FAM9C,0.0,0.1624116085810281
UBE2E4P,0.0,0.1624116085810281
GS1-594A7.3,0.0,0.1624116085810281
PHEX-AS1,0.0,0.1624116085810281
LINC01281,0.0,0.1624116085810281
SYP-AS1,0.0,0.1624116085810281
ITIH6,0.0,0.1624116085810281
SNORA11G,0.0,0.1624116085810281
TRPC5OS,0.0,0.1624116085810281
PNMA6F,0.0,0.1624116085810281
TREX2,0.0,0.1624116085810281
RNF187_1,0.0,0.1624116085810281
INPP5D_1,0.0,0.1624116085810281
RUVBL1_1,0.0,0.1624116085810281
LOC101929128_1,0.0,0.1624116085810281
HSF1_1,0.0,0.1624116085810281
SURF6_1,0.0,0.1624116085810281
C1RL_1,0.0,0.1624116085810281
PEX5_1,0.0,0.1624116085810281
POLR3E_1,0.0,0.1624116085810281
LLGL1_1,0.0,0.1624116085810281
RNA45SN3_1,0.0,0.1624116085810281
BDH1_1,0.0,0.1624116085810281
HCG18_1,0.0,0.1624116085810281
SNHG32_1,0.0,0.1624116085810281
LOC107986864,0.0,0.1624116085810281
LOC105379583,0.0,0.1624116085810281
GFUS_1,0.0,0.1624116085810281
OVOS2_1,0.0,0.1624116085810281
ATP8A2_1,0.0,0.1624116085810281
MEGF11_1,0.0,0.1624116085810281
LOC102724034_1,0.0,0.1624116085810281
MAPT_1,0.0,0.1624116085810281
LOC105379618,0.0,0.1624116085810281
GTF2H2_1,0.0,0.1624116085810281
LOC107987429,0.0,0.1624116085810281
TSBP1-AS1_2,0.0,0.1624116085810281
DLGAP2_4,0.0,0.1624116085810281
HLA-C_2,0.0,0.1624116085810281
PRRC2A_4,0.0,0.1624116085810281
LOC107987457,0.0,0.1624116085810281
LAIR1_2,0.0,0.1624116085810281
HSD3B2,0.0,0.1624116169028369
RGS21,0.0,0.1624116169028369
LOC107985253,0.0,0.1624116169028369
LOC105377142,0.0,0.1624116169028369
GUCA1C,0.0,0.1624116169028369
LRIT3,0.0,0.1624116169028369
LOC107986433,0.0,0.1624116169028369
LOC102723445,0.0,0.1624116169028369
LOC105378093,0.0,0.1624116169028369
LOC101927234,0.0,0.1624116169028369
KRTAP5-11,0.0,0.1624116169028369
LINC01479,0.0,0.1624116169028369
ASPDH,0.0,0.1624116169028369
SMCO2,0.0,0.16247689611406413
TMPRSS12,0.0,0.16247689611406413
LOC101928875,0.0,0.16248706814946823
ATF7IP,0.0,0.16256052671530719
ITPR2,0.0,0.162634732334639
HHEX,0.0,0.16264526378119415
ZNF3,0.0,0.1626660193810433
LOC107985923,0.0,0.16275595855911384
SYNJ1,0.0,0.16277366598848375
PCDH18,0.0,0.16284545841118137
CLUL1,0.0,0.16287810120585788
MIR7-3HG,0.0,0.16288396151654183
SASS6,0.0,0.1629223437690146
MN1,0.0,0.1629304288712604
ZNF787,0.0,0.16300420485331457
PTPRN,0.0,0.1631145127336645
ZNF567-DT,0.0,0.16314505158994308
GLS,0.0,0.16325311112183072
LOC102723575,0.0,0.16330202245068748
CCDC62,0.0,0.1634948769367831
MFF,0.0,0.16349538138317143
TMEM151A,0.0,0.16350580325688913
NRARP,0.0,0.163570962625172
GPRC5D-AS1,0.0,0.16359285495565146
SPEF1,0.0,0.16361380912866186
DNMT3A,0.0,0.1636193420555112
ZNF587B,0.0,0.16373203864828956
LOC105379250,0.0,0.163914917660541
LOC105376147,0.0,0.16416264900349353
AGO4,0.0,0.16416972344571346
PBRM1,0.0,0.16420755181348268
FLVCR1,0.0,0.16436551211720507
GTDC1,0.0,0.16437023527730255
MON1B,0.0,0.1643919115255319
METTL15,0.0,0.16440473183106863
PRSS12,0.0,0.16442685013884828
CASP6,0.0,0.16450858064989837
LIMS1,0.0,0.1647082014064899
ABHD10,0.0,0.16480342947249194
LRP4,0.0,0.16489250724871252
PAFAH1B2,0.0,0.16494291533422234
PI4KAP1,0.0,0.16499814594426432
TMEM176A,0.0,0.16521462928026498
ZCCHC18,0.0,0.16527992290027016
TMEFF2,0.0,0.16530081769104177
INAFM1,0.0,0.16533026568544018
ZNF30,0.0,0.16545454439573448
NHEJ1,0.0,0.16548020641724703
BRWD1,-19.931570012018494,0.16551996391045332
PRMT8,0.0,0.16564681236427448
CP,0.0,0.1657511559192063
LOC105371310,0.0,0.1657958585483439
CCDC103,0.0,0.16583652867900456
INPP5B,0.0,0.1658844604447529
MAN1B1-DT,0.0,0.16588703019419626
VOPP1,0.0,0.16592827083719064
TBX18,0.0,0.16595301149054864
BNIP2,0.0,0.16614015496450207
ALPL,0.0,0.1663000084959545
NEDD4L,0.0,0.16630463764833803
SUZ12P1,0.0,0.16635432753932844
MROH9,0.0,0.16644949133217324
ATP2A2,0.0,0.16655691862277244
ANKRD42-DT,0.0,0.1665896738253807
GLTPD2,0.0,0.16670568730921076
NCEH1,0.0,0.16681389999868512
CLDN6,0.0,0.1668357324280212
CKB,0.0,0.16697550809789374
ANKHD1-EIF4EBP3,0.0,0.16699435130589135
HOXA4,0.0,0.1670064081942535
SUMO4,0.0,0.16701986145675418
MAP7D3,0.0,0.1670339873397858
LOC105374894,0.0,0.16725340461208493
TRS-TGA1-1,0.0,0.16725340461208493
SNORA2B,0.0,0.16725340461208493
LINC02074,0.0,0.16725340461208493
LINC01201,0.0,0.16729679238665596
TAPT1-AS1,0.0,0.16732149675223817
LOC107984109,0.0,0.16733995276661984
LINC02579,0.0,0.16733995276661984
LINC01102,0.0,0.16733995276661984
ERMN,0.0,0.16733995276661984
CHL1-AS1,0.0,0.16733995276661984
LOC105374373,0.0,0.16733995276661984
HK3,0.0,0.16733995276661984
LOC105374961,0.0,0.16733995276661984
LOC112267968,0.0,0.16733995276661984
LOC101929420,0.0,0.16733995276661984
RSPH10B,0.0,0.16733995276661984
LOC107986814,0.0,0.16733995276661984
LOC107986854,0.0,0.16733995276661984
C9orf129,0.0,0.16733995276661984
LINC02648,0.0,0.16733995276661984
SLC18A3,0.0,0.16733995276661984
CDHR1,0.0,0.16733995276661984
CYP2E1,0.0,0.16733995276661984
IGSF22,0.0,0.16733995276661984
LOC105376637,0.0,0.16733995276661984
OR4D9,0.0,0.16733995276661984
CD6,0.0,0.16733995276661984
LOC105369468,0.0,0.16733995276661984
POU2F3,0.0,0.16733995276661984
LINC02426,0.0,0.16733995276661984
LOC107984433,0.0,0.16733995276661984
GRK6P1,0.0,0.16733995276661984
ISM2,0.0,0.16733995276661984
LOC105371735,0.0,0.16733995276661984
LOC102723636,0.0,0.16733995276661984
LOC105372671,0.0,0.16733995276661984
TMPRSS6,0.0,0.16733995276661984
NDUFS1_1,0.0,0.16733995276661984
LRRC56_1,0.0,0.16733995276661984
VWA5B1,0.0,0.1673909785541866
H3P6,0.0,0.16745437391842788
ZNHIT2,0.0,0.16745573475562003
STX16-NPEPL1,0.0,0.16752557104707944
HAS2,0.0,0.16754422599334218
SMIM35,0.0,0.16760003521904376
CYP4F35P,0.0,0.16760003521904376
PDS5A,0.0,0.16764460564624506
PACRGL,0.0,0.1677787303198921
LOC105369823,0.0,0.16785026691999372
MORF4L2,0.0,0.16794295258296854
RTL5,0.0,0.1679710965080613
LOC105373043,0.0,0.1679893178289552
PYGL,0.0,0.16802187939643654
LOC101928283,0.0,0.1680750509779274
NFYB,0.0,0.1681125844843634
CELSR1,0.0,0.16811581008201548
LINC01063,0.0,0.16828906416381006
DIAPH1-AS1,0.0,0.16828906416381006
LOC105371363,0.0,0.16828906416381006
ABI2,0.0,0.16834449557031417
LINC02606,0.0,0.1684105714422881
KCNMB3,0.0,0.16841686637824183
KIZ,0.0,0.16849233241283146
CCDC90B,0.0,0.168587770270883
NUCB1,0.0,0.1686196333741522
GTPBP1,0.0,0.16865641905845885
TM4SF18,0.0,0.16866371517311396
TIGD6,0.0,0.16877979954438072
PRKAR1B,0.0,0.1689283690319071
FKBP11,0.0,0.16900221346747124
LINC00630,0.0,0.16903905337387426
MTUS1,0.0,0.16907776740375102
TYW1B,0.0,0.16913491033888928
SATL1,0.0,0.16926301791962128
NUBP2,0.0,0.1694129587540305
EYS,0.0,0.16950417486404823
POGLUT3,0.0,0.16950691149541808
SLC16A14,0.0,0.1696569655384922
GTF2IP20,0.0,0.16973588341264412
SULT1A1,0.0,0.16979388576525123
PARP14,0.0,0.16982223942390806
LOC107986198,0.0,0.16985038028649846
NKAIN1,0.0,0.16985138974052483
MDH2,0.0,0.16986932732033055
RNPEP,0.0,0.16990634027909246
TALDO1,0.0,0.16990940090632034
TXNIP,0.0,0.16991381167806752
C6orf62,0.0,0.169946782833043
MT3,0.0,0.17023578434211317
NELL2,0.0,0.17026865080821363
NAA11,0.0,0.17035002693436518
SND1,0.0,0.1703578427250183
CTXND1,0.0,0.17036446406484274
ZFYVE16,0.0,0.1704053265932568
CEP83-DT,0.0,0.17046355111524325
MINDY4,0.0,0.17050795782421235
SFXN1,0.0,0.1705172220319855
ZNF749,0.0,0.1705366626045436
MTERF2,0.0,0.1705592893924499
ARFIP2,0.0,0.17062537886989793
LOC105373627,0.0,0.1706262851461725
COL10A1,0.0,0.17066648495515613
MUS81,0.0,0.1707165159871079
MBTD1,0.0,0.1707266544977718
CLRN3,0.0,0.1707506719512767
SPRY2,0.0,0.1707961020031702
H1-6,0.0,0.1708089448536536
LOC105376876,0.0,0.17086455362388464
C1orf232,0.0,0.17086455362388464
KCNK2,0.0,0.17086455362388464
LOC101929386,0.0,0.17086455362388464
PAX8-AS1,0.0,0.17086455362388464
LOC105373693,0.0,0.17086455362388464
LOC105377388,0.0,0.17086455362388464
LOC105375566,0.0,0.17086455362388464
LINC00710,0.0,0.17086455362388464
OR51E1,0.0,0.17086455362388464
SCNN1A,0.0,0.17086455362388464
ALDH1A3-AS1,0.0,0.17086455362388464
LOC105371080,0.0,0.17086455362388464
CASC17,0.0,0.17086455362388464
CCDC27,0.0,0.17092015899570678
MIR3917,0.0,0.17092015899570678
LOC102724572,0.0,0.17092015899570678
LOC105378836,0.0,0.17092015899570678
LOC105378850,0.0,0.17092015899570678
LOC107985223,0.0,0.17092015899570678
TRP-AGG2-1,0.0,0.17092015899570678
ZNF648,0.0,0.17092015899570678
PKP1,0.0,0.17092015899570678
RHOU,0.0,0.17092015899570678
LOC100506317,0.0,0.17092015899570678
LOC105374317,0.0,0.17092015899570678
LOC105377627,0.0,0.17092015899570678
LOC105374760,0.0,0.17092015899570678
IL1RL2,0.0,0.17092015899570678
IL37,0.0,0.17092015899570678
LOC105373890,0.0,0.17092015899570678
LOC105373933,0.0,0.17092015899570678
LOC105376975,0.0,0.17092015899570678
MIR4442,0.0,0.17092015899570678
CAMKV,0.0,0.17092015899570678
SEMA3B-AS1,0.0,0.17092015899570678
LINC00994,0.0,0.17092015899570678
LOC107986123,0.0,0.17092015899570678
UROC1,0.0,0.17092015899570678
LOC105374116,0.0,0.17092015899570678
PLSCR5,0.0,0.17092015899570678
LOC105374248,0.0,0.17092015899570678
LINC02600,0.0,0.17092015899570678
LOC107986185,0.0,0.17092015899570678
LOC105374672,0.0,0.17092015899570678
LOC105379011,0.0,0.17092015899570678
LINC02863,0.0,0.17092015899570678
TAPBP,0.0,0.17092015899570678
LOC105377890,0.0,0.17092015899570678
NHEG1,0.0,0.17092015899570678
LINC02840,0.0,0.17092015899570678
ELFN1-AS1,0.0,0.17092015899570678
KBTBD11,0.0,0.17092015899570678
LOC107987004,0.0,0.17092015899570678
LOC102723624,0.0,0.17092015899570678
MAMDC2-AS1,0.0,0.17092015899570678
LOC105376126,0.0,0.17092015899570678
LOC105376184,0.0,0.17092015899570678
STPG3,0.0,0.17092015899570678
LOC100130992,0.0,0.17092015899570678
LINC00836,0.0,0.17092015899570678
PNLIPRP3,0.0,0.17092015899570678
RIC3-DT,0.0,0.17092015899570678
MS4A4E,0.0,0.17092015899570678
LOC100132686,0.0,0.17092015899570678
LOC105369877,0.0,0.17092015899570678
LINC00934,0.0,0.17092015899570678
LINC00412,0.0,0.17092015899570678
ARL11,0.0,0.17092015899570678
ATP11AUN,0.0,0.17092015899570678
LOC105370473,0.0,0.17092015899570678
KIF26A-DT,0.0,0.17092015899570678
LOC105370980,0.0,0.17092015899570678
YBX3P1,0.0,0.17092015899570678
LOC105371313,0.0,0.17092015899570678
SLC22A31,0.0,0.17092015899570678
SHMT1,0.0,0.17092015899570678
B4GALNT2,0.0,0.17092015899570678
LOC105371819,0.0,0.17092015899570678
LOC101928447,0.0,0.17092015899570678
LINC02080,0.0,0.17092015899570678
LOC105371925,0.0,0.17092015899570678
JSRP1,0.0,0.17092015899570678
HIKESHIP2,0.0,0.17092015899570678
ACP5,0.0,0.17092015899570678
DAND5,0.0,0.17092015899570678
LOC105372308,0.0,0.17092015899570678
PARAL1,0.0,0.17092015899570678
LBP,0.0,0.17092015899570678
LOC107987299,0.0,0.17092015899570678
LOC105372829,0.0,0.17092015899570678
LINC02558,0.0,0.17092015899570678
LOC105373035,0.0,0.17092015899570678
LOC107987389,0.0,0.17092015899570678
CDKN1C_1,0.0,0.17092015899570678
UNC79_1,0.0,0.17092015899570678
DAXX_3,0.0,0.17092015899570678
LOC107986160,0.0,0.1709721853742614
LOC101927972,0.0,0.1709721853742614
LINC01609,0.0,0.1709721853742614
CYFIP1_2,0.0,0.1709721853742614
MIR4307HG,0.0,0.17114288579863535
COL21A1,0.0,0.17116671873993017
PTPN12,0.0,0.1711958303328771
SLC25A51,0.0,0.17124167409736724
NAMPT,0.0,0.17131861079629895
LOC107986268,0.0,0.17138980191527298
TIFA,0.0,0.17146505983632743
LOC112268072,0.0,0.17146850475802544
FAXDC2,0.0,0.17147618938914322
SORCS2,0.0,0.17157373268148768
LOC101929270,0.0,0.17159574412820744
KIF19,0.0,0.17164950229676956
LOC105370463,0.0,0.17166129078479142
RTL4,0.0,0.17171332179858978
LOC105371554,0.0,0.17179167582865784
FNDC3A,0.0,0.17180549316532034
ZNF333,0.0,0.171806882269949
CDC42BPB,0.0,0.17184925714941968
MEAK7,0.0,0.171938939473252
LYPLAL1,-19.931570012018494,0.17198138123771822
LOC339260,0.0,0.17200379075625072
YY2,0.0,0.17202747805336283
GPR171,0.0,0.17206696947870836
LINC02144,0.0,0.17206696947870836
FBXL21P,0.0,0.17206696947870836
ND1,0.0,0.17213875556368075
SHISAL2A,0.0,0.17224397354065113
LOC107985897,0.0,0.17224397354065113
LOC102723539,0.0,0.17224397354065113
TRV-CAC3-1,0.0,0.17224397354065113
RGS9BP,0.0,0.17224397354065113
MYO16_1,0.0,0.17224397354065113
DCDC2C,0.0,0.17227389814352678
PCGF5,0.0,0.17230321653740355
NNT,0.0,0.1723579776382832
E2F5,0.0,0.17236144725312408
RTN4R,0.0,0.17239356472539324
HOXA3,0.0,0.17240164054818008
LOC105375519,0.0,0.17242153180750874
CCDC28A,0.0,0.1725398778882733
LGALS8-AS1,0.0,0.17259882573006924
GDF5,0.0,0.17259882573006924
PRPF3,0.0,0.1726569333150625
LOC105372989,0.0,0.17266107874301695
PLEKHB2,0.0,0.17271240989312353
MCAM,0.0,0.17275641401894892
DNAH12,0.0,0.17278917633091895
CEP131,0.0,0.17282076146505088
UBALD2,0.0,0.17282646613637198
SYTL5,0.0,0.1728595261551269
MSANTD2,0.0,0.17290827285531485
LNX2,0.0,0.1729299380744429
ZDHHC7,0.0,0.1731098535835931
UTP11,0.0,0.1731474454338241
ST8SIA4,0.0,0.1732323467790623
STK4,0.0,0.17324287598956567
TBC1D13,0.0,0.17326073364134786
PCDHA5,0.0,0.17327444610904774
PDE10A,0.0,0.17331802450470168
HRC,0.0,0.1735367398675295
LTBP2,0.0,0.17364248022810047
CHMP6,0.0,0.17371489783825456
MED26,0.0,0.17375788969859385
LOC107984220,0.0,0.1737975632387958
RGL3,0.0,0.17391916169681676
PCDHGC3,0.0,0.1739233673419741
ETHE1,0.0,0.17398642370486328
RIMKLB,0.0,0.1742116891096831
MRPL34,0.0,0.17436913925290842
TEX261,0.0,0.17456332546982967
LRRC71,0.0,0.1745752938274865
MAL,0.0,0.17462752635487344
RAPH1,0.0,0.17467918315268394
ND2,0.0,0.17471306566844125
MED17,0.0,0.17471845750100867
LCLAT1,0.0,0.174757034520864
OLMALINC,0.0,0.17490608649834316
LOC107984492,0.0,0.174930674505834
NCBP1,0.0,0.174972610198747
GPRC5C,0.0,0.17505446952932735
SNORD3A,0.0,0.17506229467918055
ADRA2C,0.0,0.1750713229478157
NYAP2,0.0,0.17513258323182213
TLR5,0.0,0.17515868246641952
SEZ6L,0.0,0.17535007916725565
HUNK,0.0,0.17542240440013557
ZNF663P,0.0,0.17542910358708386
IL17B,0.0,0.17544439849838955
WDR48,0.0,0.17550607061401002
LINC01098,0.0,0.1755131046144125
MXD4,0.0,0.17562479205203907
RNGTT,0.0,0.17564349766464127
LOC112268474,0.0,0.17571695412421573
FAM219A,0.0,0.17580426404914806
DARS1-AS1,0.0,0.17589045315692242
UBE2G2,0.0,0.17590490904600242
LRRC37A2_2,0.0,0.17593160854443535
MDFIC,0.0,0.17594188884830797
XIAP,0.0,0.1761262910944409
HCFC2,0.0,0.17613296847110527
STAM-DT,0.0,0.17614452768176714
INTS4,0.0,0.17619045401141586
CNN3-DT,0.0,0.17623426550790122
SYTL3,0.0,0.17625499700429248
GSK3B,0.0,0.17627277385547413
TRP-CGG1-1,0.0,0.17635646096203172
SMYD1,0.0,0.17643152062875855
UNC45A,0.0,0.17644147060241433
FBXO31,0.0,0.17647062416419812
ZFC3H1,0.0,0.17650475225598705
SLC25A3,0.0,0.1766585299249599
TJP1,0.0,0.17675483950410042
NXT1,0.0,0.17694726477638834
BBX,0.0,0.17698136524333852
POPDC2,0.0,0.17705567457825255
FAM228A,0.0,0.17709851825611833
EXOC4,0.0,0.1771872985640358
TNPO2,0.0,0.17719413049433208
GPX4,0.0,0.1773845381208431
PLPPR4,0.0,0.17750616818094622
ZXDA,0.0,0.1775103864607649
RPL39L,0.0,0.1775159548476687
LOC101928217,0.0,0.1775521830736917
PPP1R36,0.0,0.1775521830736917
SP6,0.0,0.1775521830736917
LINC02641,0.0,0.17767797327345192
TNIP1,0.0,0.1776913604278807
YJU2,0.0,0.17769178726788237
FAM95C,0.0,0.17777450216868518
UBE2V2,0.0,0.17798519412764158
FCRLB,0.0,0.177992815613362
LOC100130370,0.0,0.177992815613362
SSC5D,0.0,0.1780842573202398
SNX10-AS1,0.0,0.17808495074567432
NRAS,0.0,0.17819215518137033
C12orf4,0.0,0.17821225398110396
WDR1,0.0,0.17821447068616458
LOC105370328,0.0,0.1782791308452516
NPEPPS,0.0,0.1782855738904492
RBMX2,0.0,0.17830407707809137
NDUFV2-AS1,0.0,0.17833954326423251
LOC101928053,0.0,0.17841873371072425
HERC2P2,0.0,0.17843368166672702
DCXR-DT,0.0,0.17848204441877946
LMNTD1,0.0,0.1785450803784464
PATL1,0.0,0.17856512612770725
MTMR3,0.0,0.17859685223806543
LANCL1,0.0,0.17860627893217174
RNH1,0.0,0.1786256586600371
MRPL20-AS1,0.0,0.17863924467663805
HILPDA-AS1,0.0,0.17869365615146404
NUDT16L2P,0.0,0.17876190039570938
TLR6,0.0,0.17876190039570938
STAG3L1,0.0,0.17876190039570938
HTR3B,0.0,0.17876190039570938
CD7,0.0,0.17876190039570938
LOC107985397,0.0,0.17876190039570938
P2RX6,0.0,0.17876190039570938
LINC01310,0.0,0.17876190039570938
FOXO6_1,0.0,0.17876190039570938
C9orf116,0.0,0.17876463286162114
LRRN1,0.0,0.17883974891496757
PRDX3,19.931570012018494,0.17893934694658764
RSPO1,0.0,0.17895318270510896
MYOM2_1,0.0,0.17905837592789553
RHPN1,0.0,0.17907712039582357
LOC101929976,0.0,0.17908364304355084
LOC105375537,0.0,0.17908364304355084
SDS,0.0,0.17908364304355084
PLXNB3,0.0,0.17908364304355084
RFLNB_1,0.0,0.17908364304355084
ITPR1,0.0,0.179116788865483
MORN2,0.0,0.17913104418855952
LOC107986188,0.0,0.1791908291588311
LOC112267966,0.0,0.1791908291588311
LMF1-AS1,0.0,0.1791908291588311
GHRH,0.0,0.17926235149532777
LOC101928535,0.0,0.17929846750061995
UBE2N,0.0,0.1793323491177098
LOC112268419,0.0,0.17937207369705832
ATG14,0.0,0.17937683829746998
LAMTOR2,0.0,0.1793792694424916
MRPL28,0.0,0.17940774429973028
LOC105373971,0.0,0.1794232076117509
RNF17,0.0,0.1794232076117509
MFHAS1_1,0.0,0.1794232076117509
PPP2R3B_3,0.0,0.1794232076117509
ACAA2,0.0,0.17943563792908945
UTP15,0.0,0.17944952295483585
PFDN1,0.0,0.17950870430812005
RPN1,0.0,0.17956902909139638
LOC100505942,0.0,0.17959348508860506
CRIP3,0.0,0.1796046613727178
H2AC14,0.0,0.17961214242504686
BNIP5,0.0,0.17962096471239863
LYG1,0.0,0.1797618654528751
LOC105377144,0.0,0.17978525048116423
POU6F2-AS1,0.0,0.17983745601387646
LOC105371531,0.0,0.17983745601387646
IL20RA,0.0,0.17985219075625636
LOC105373202,0.0,0.17992141719623467
KLHL36,0.0,0.1799589596723391
CFAP44,0.0,0.1799971344338881
DLX4,0.0,0.18008737919107765
ZNF778,0.0,0.18011316042211734
TRPM6,0.0,0.18011924510368826
LINC02367,0.0,0.18011924510368826
LINC00400,0.0,0.18011924510368826
LOC105375386,0.0,0.18014225440763887
PDZD7,0.0,0.18014225440763887
LOC101929633,0.0,0.18014225519516358
CELSR2,0.0,0.18014473132331377
LURAP1,0.0,0.18017820831086362
PTGDS,0.0,0.18027863049464055
LOC100505728,0.0,0.18028639107713507
LRRTM4-AS1,0.0,0.18028639107713507
ZAP70,0.0,0.18028639107713507
ZIC1,0.0,0.18028639107713507
TNK2-AS1,0.0,0.18028639107713507
SLC26A4,0.0,0.18028639107713507
LOC112268056,0.0,0.18028639107713507
SNORD97,0.0,0.18028639107713507
ACER1,0.0,0.18028639107713507
ZNF341-AS1,0.0,0.18028639107713507
LOC102724420,0.0,0.18028639107713507
LOC107985487,0.0,0.18028639107713507
LOC105377730,0.0,0.1803632757629845
LOC285847,0.0,0.1803632757629845
LOC100132781,0.0,0.1803632757629845
APOC3,0.0,0.1803872509631761
ANXA11,0.0,0.18040132134340314
MICOS10,0.0,0.1804866283445432
SMILR,0.0,0.18048749007051568
LOC105374836,0.0,0.18058448132296046
LOC105378221,0.0,0.18058448132296046
NMRAL1,0.0,0.18058448132296046
ARHGAP23,0.0,0.18058448132296046
LY6G5B_4,0.0,0.18058448132296046
LOC105373275,0.0,0.1806213925828103
RCOR2,0.0,0.18068094177694938
NPW,0.0,0.18074624062780886
GJD2,0.0,0.1808241501868031
PAPOLA,0.0,0.18084299027336714
MAP2K4,0.0,0.1808949412787596
PPP4C,0.0,0.18089505773130166
CHMP1B,0.0,0.18090737386370292
KHDC1,0.0,0.18094095508556407
LINC02363,0.0,0.18095683981233335
LOC107986484,0.0,0.18097257726164384
LINC01508,0.0,0.18097257726164384
MMP23B,0.0,0.1810323003172828
RNF152,0.0,0.1811644831229473
ZNF420,0.0,0.1813670394529816
LOC105373017,0.0,0.18139712037556677
TMEM45B,0.0,0.1814517527923052
MMP25-AS1,0.0,0.1814846356502282
DMAC1,0.0,0.181507295621267
RSPO4,0.0,0.1815253186780713
TOP2A,0.0,0.18154954018777858
LOC107984104,0.0,0.1815572868128047
MAP2K1,0.0,0.18165367152968737
GPR19,0.0,0.1817083422757403
DOCK1,0.0,0.1817314112623697
